"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US51107","Loudoun County, Virginia","120559","1405","1.8","0.7","1","0.4","2.9","0.9","2.9","0.8","6","1.3","11.2","1.2","11.9","1.5","22.8","1.9","15.1","1.6","24.4","1.7","125003","4693","149899","4333","32.1","(X)","(X)","(X)","(X)","(X)","93533","2397","0.5","0.3","0.4","0.3","2.3","0.8","2.2","0.8","4.5","1.1","8.5","1.4","11","1.6","23.7","2.1","17.4","1.8","29.4","2","141487","4242","166852","5511","(X)","(X)","31.7","(X)","(X)","(X)","79704","2874","0.3","0.2","0.2","0.3","1.5","0.8","1.5","0.6","4","1.2","6.8","1.3","10.2","1.8","23.2","2.3","19.3","2.1","33","2.2","154796","6304","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27026","2252","6.3","2.6","3.1","1.6","5.4","2.7","6.1","2.5","11.6","3.4","21.7","3.8","15","4.2","18.3","2.9","6.4","2.3","6","1.9","67330","5515","85473","6921","(X)","(X)","(X)","(X)","31.7","(X)"
"0500000US51121","Montgomery County, Virginia","36971","1065","10","2.5","5","1.6","12.2","3.3","6.9","2.4","13.3","3","19.3","3.3","11.2","2.8","13.5","3.2","4.2","1.7","4.5","1.8","52151","3186","73607","8002","36","(X)","(X)","(X)","(X)","(X)","20506","1363","2.7","1.8","1.7","1.4","5.5","3.3","4.8","2.5","16.5","4.6","23.4","5.5","12.4","3.6","18.9","4.6","7.2","3","6.8","2.9","66864","6834","98189","13201","(X)","(X)","37","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84663","9634","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16465","1557","19.8","5.3","9","3.2","20.2","6","9.5","4.4","9.8","3.4","15.4","4.9","7.6","3.3","6.8","4.5","0.4","0.7","1.5","1.4","26906","7250","42138","7061","(X)","(X)","(X)","(X)","34.9","(X)"
"0500000US51153","Prince William County, Virginia","139082","1742","2.3","0.6","1.7","0.7","4.5","1.1","5.2","1.1","9.6","1.5","12.7","1.4","14.1","1.3","24.7","1.7","12.3","1.2","12.9","1.1","99766","2514","113310","2647","34.9","(X)","(X)","(X)","(X)","(X)","106443","2555","1.8","0.7","0.7","0.5","3.6","1","4.4","1.2","8.2","1.5","12.9","1.5","13.1","1.6","25.3","2","14.7","1.6","15.3","1.5","108243","4556","123163","3072","(X)","(X)","36.3","(X)","(X)","(X)","84017","2989","0.7","0.5","0.4","0.3","1.9","0.7","4","1.2","7.5","1.6","11","1.6","12.7","1.8","26","2.3","17.2","1.9","18.5","1.9","119304","4483","135218","4050","(X)","(X)","(X)","(X)","(X)","(X)","32639","2043","5.2","1.8","5.2","2.5","7.4","2.7","9.4","2.7","14.5","3.7","16.1","3.2","15.4","3","19","3","4.1","1.5","3.7","1.4","60587","7103","74784","5100","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US51161","Roanoke County, Virginia","37968","1134","4","1.6","4.3","1.8","3.8","1.1","8.9","2.3","14.7","2.6","24.3","3.6","16.1","3.3","16.4","2.7","4.6","1.6","2.8","1.1","63210","7627","74847","3732","39.2","(X)","(X)","(X)","(X)","(X)","26599","1888","2.7","1.7","2","1.5","1.3","1","7.2","2.7","13.9","3.2","24.3","3.8","19.6","3.5","19.3","3.5","6.3","2.2","3.4","1.5","73545","3950","84447","5018","(X)","(X)","37.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79502","7852","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11369","1625","7.2","3.8","9.6","4.6","10.1","3.6","15","5.5","16.9","5.2","22.6","8.5","7.1","4.9","9.5","4","0.6","1","1.5","1.4","42075","6322","50942","6183","(X)","(X)","(X)","(X)","43","(X)"
"0500000US51165","Rockingham County, Virginia","30318","1127","5.3","1.6","5.2","1.9","8.3","2.1","10.8","3","17.3","3.4","23.7","4.2","11.9","2.7","11.7","2.3","2.6","1.2","3.1","1.5","51979","3215","66060","5154","33.2","(X)","(X)","(X)","(X)","(X)","21536","1525","4","1.7","2.3","1.5","5","1.9","9.3","3.1","20.7","4.4","22.5","4.4","14.7","3.4","14.7","2.9","2.9","1.4","4.1","2","58219","5434","74727","6841","(X)","(X)","33.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","69597","6525","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8782","1068","9","3.7","12.6","4.7","20","6","15.6","5.9","11.2","4.4","21.1","6.7","4.2","2.3","3.8","2.7","1.9","1.9","0.6","0.7","32135","4167","42164","4945","(X)","(X)","(X)","(X)","30.4","(X)"
"0500000US51177","Spotsylvania County, Virginia","42568","939","3.4","1.3","2","0.9","5.4","1.6","7.4","1.7","12.1","2.5","19.3","3","12.9","2","20.7","2.6","8.9","1.7","7.9","1.7","75535","5429","93258","4557","32.4","(X)","(X)","(X)","(X)","(X)","32341","1463","3","1.2","1","0.7","3.3","1.4","7.5","2.3","9.1","2.3","19.9","3.5","12.9","2.5","22.6","3.1","10.8","2.2","9.7","2.1","84401","8813","102849","6197","(X)","(X)","33.1","(X)","(X)","(X)","23464","1630","1.5","0.9","0.6","0.6","1.1","0.9","4.1","1.7","6.3","2.4","16.8","3.5","14.9","2.8","27.9","3.9","13.6","2.8","13.1","2.8","105414","7472","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10227","1237","6.6","3.1","6.1","3.4","12.2","4.8","9.4","3.4","18.1","7.1","20.2","4.9","11.7","4.1","11.8","5.4","1.9","1.4","2.1","1.7","47130","5295","57927","5511","(X)","(X)","(X)","(X)","28.9","(X)"
"0500000US51179","Stafford County, Virginia","43887","1137","1.3","0.9","1.6","1","4.5","1.3","5.6","1.9","8.6","2.5","15.2","2.6","15.7","2.8","20.7","3.1","14.6","2.6","12.2","1.9","95882","5056","111230","4409","35.7","(X)","(X)","(X)","(X)","(X)","35525","1814","0.6","0.6","1.2","1.1","2.9","1.4","5.3","2","7.5","2.5","14.3","2.7","16.5","3","21","3.5","16.4","3","14.3","2.3","103705","8112","119229","5030","(X)","(X)","34.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","117836","10804","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8362","1429","4.2","3.3","4.8","4.3","12.3","5.1","8.1","4.9","14","5.5","18.8","6.1","12.4","5.8","17.7","6.5","4.5","2.7","3.3","3.1","56929","11379","70213","9337","(X)","(X)","(X)","(X)","38.9","(X)"
"0500000US51199","York County, Virginia","24660","1057","3.2","1.8","2.5","1.3","4","1.8","5.5","2.3","11.8","2.7","17.8","3.8","13.5","2.9","23.8","4","10.3","2.8","7.5","2.2","84580","9372","102872","7613","24.8","(X)","(X)","(X)","(X)","(X)","19190","1196","2.5","1.7","2","1.4","1.1","1","3.5","2.1","11","3.1","16.6","4.3","14.9","3.8","27.8","4.9","11.7","3.3","8.9","2.8","96334","9828","114725","9467","(X)","(X)","23.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111660","10658","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5470","900","5.9","5","4.2","3.7","14.4","7.5","12.8","7.8","15.9","5.6","22.1","8.3","12","6.3","10.2","6.8","0","2.9","2.4","2.9","46992","9304","56010","7904","(X)","(X)","(X)","(X)","27.9","(X)"
"0500000US51510","Alexandria city, Virginia","69008","1720","4.4","1.3","1.1","0.6","4.6","1.5","5.8","1.6","9","1.9","16.6","1.8","12.7","1.9","21.2","2.3","9.8","1.6","14.9","1.7","90056","4336","122755","6705","23.5","(X)","(X)","(X)","(X)","(X)","34649","2073","3.2","1.7","1.4","1.1","4.2","2.3","5.3","2.4","10","2.8","10.5","2.9","9.9","2.6","19.3","2.9","11.4","2.4","24.7","3","112337","8020","152490","12530","(X)","(X)","24.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","136332","9903","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34359","2184","7","2.4","1.5","0.9","5.5","2.1","6.3","2.2","8.6","2.5","20.9","3.1","14.8","2.8","22.3","3.1","8.1","2.1","5","1.5","75195","4930","90145","6402","(X)","(X)","(X)","(X)","21.1","(X)"
"0500000US51550","Chesapeake city, Virginia","83593","2069","3.6","1.2","2.8","0.9","6.8","1.8","7.1","1.6","14.9","2.5","19","2.2","16.2","2","17.7","1.9","6.8","1.3","5","1","67491","4112","83691","3210","45.4","(X)","(X)","(X)","(X)","(X)","62739","2520","3","1.2","1.4","0.9","5.5","1.9","6.4","1.8","12.6","2.7","18.8","2.5","16.7","2.5","21.2","2.3","8.1","1.6","6.3","1.3","78498","4454","92543","3729","(X)","(X)","44.1","(X)","(X)","(X)","46617","2607","0.8","1","1.3","1.1","2.4","1.4","6.1","2.2","8.2","1.9","18.4","3.1","19.4","3","25","2.5","10.2","2.1","8.3","1.8","90976","3464","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20854","2113","6.4","3.2","7.2","3.8","13","4.4","9.8","4","21.4","5.3","20.9","5.2","11.3","3.9","7.1","3.1","2.1","1.5","0.8","0.7","43352","4004","52994","5108","(X)","(X)","(X)","(X)","47.9","(X)"
"0500000US51650","Hampton city, Virginia","53132","1793","8.3","2.4","5.5","1.7","11.2","2.4","9.4","1.9","14.3","2.8","21.1","3","13.4","2.5","10.9","1.9","3.8","1.3","2.1","1.1","51867","4923","62903","4415","31.5","(X)","(X)","(X)","(X)","(X)","32109","2153","6.5","3","4","2.4","8.8","2.6","7.8","2.3","12","3.3","22.5","4","16.1","3.2","14.5","2.9","5","1.7","2.9","1.8","62091","3756","73467","6155","(X)","(X)","33.4","(X)","(X)","(X)","20269","1859","1.3","1.7","1.5","1.4","2.7","1.3","7","2.7","9.8","3.2","27.2","5.6","18.5","3.7","20.1","4","7.3","2.6","4.6","2.8","76346","9778","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21023","2208","12.2","3.8","7","2.7","14.8","4.4","11.9","3.3","19.2","4.8","19.7","5","7.9","3.2","4.9","2.4","1.5","1.3","0.9","0.9","38244","3274","45291","4708","(X)","(X)","(X)","(X)","27.8","(X)"
"0500000US51680","Lynchburg city, Virginia","27864","1249","10.2","2.7","7.8","3.4","11.9","3.5","13.1","3.6","16.2","4","16","3.1","10.8","3","8.3","2.1","2.6","1.4","3.1","1.4","39374","3181","62033","7762","44.6","(X)","(X)","(X)","(X)","(X)","17162","1406","6.1","2.5","8.8","6.1","9.4","4.5","8.9","3.3","13.1","4.1","20.9","4.7","13.8","4","11.8","3.6","3","1.7","4.2","2.1","52848","9319","72390","9914","(X)","(X)","45.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71616","6157","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10702","1536","16.8","6.3","9.4","3.5","16.3","5.2","18.9","7.3","19.6","7","8.4","4","5.4","3.6","2.9","2.7","1","1.2","1.3","1.5","28592","3683","43342","13660","(X)","(X)","(X)","(X)","42.7","(X)"
"0500000US51700","Newport News city, Virginia","70546","1565","7.5","1.6","5.1","1.3","12.4","1.9","11.3","1.8","14.6","2.5","18.7","2.5","12","1.9","11.9","1.8","3.5","1.1","2.8","0.9","48630","3600","64210","4414","35.9","(X)","(X)","(X)","(X)","(X)","42760","2293","5.2","2","4.2","1.7","9.7","2.1","10.4","2.5","14.6","3.4","19.4","3.5","11.7","2.1","15","2.7","5.5","1.8","4.2","1.5","59348","5254","74964","5996","(X)","(X)","38.3","(X)","(X)","(X)","26869","2110","2.2","1.7","0.8","0.6","4.8","2.2","7.1","2.8","11.9","3.5","20.9","4.6","15","2.9","22.3","4.1","8.2","2.8","6.8","2.3","78989","8897","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27786","2341","11.9","3.2","8.6","2.6","17.2","3.8","13","3.3","16.9","3.5","14.5","2.9","10.5","3.3","6.2","2.1","0.5","0.5","0.7","0.6","33934","4850","44423","4314","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US51710","Norfolk city, Virginia","87819","1920","11.2","1.7","5.5","0.9","10.9","1.8","11","1.5","15.2","1.9","19.5","1.9","9.8","1.4","9.3","1.3","4.2","0.9","3.3","0.7","45996","2137","65199","3056","45.5","(X)","(X)","(X)","(X)","(X)","49634","2249","8.1","1.9","2.3","1","10.3","2.7","9.8","1.7","15.7","2.6","19.9","2.5","11.3","2","12.2","2.2","5.8","1.3","4.5","1.1","52636","5807","74477","4052","(X)","(X)","46.2","(X)","(X)","(X)","29573","1732","1.3","1","1.4","1.1","5.7","2.4","6.5","1.9","14.1","3.2","22","3.2","15.1","2.6","17.9","3.4","8.7","1.7","7.3","1.8","72491","6253","97102","5967","(X)","(X)","(X)","(X)","(X)","(X)","38185","2358","15.8","3","9.8","2.1","12.2","2.4","13.5","2.9","15","2.5","19.1","3.2","6.6","1.8","4.6","1.4","1.8","0.9","1.7","0.7","34025","2950","50672","5806","(X)","(X)","(X)","(X)","43.3","(X)"
"0500000US51740","Portsmouth city, Virginia","36654","1053","6.9","2","7.3","2","14","3","8.6","2.2","13.7","2.5","23.7","3.5","11.6","2.5","10.6","1.9","2","0.8","1.6","0.9","49242","4470","56404","2922","41.6","(X)","(X)","(X)","(X)","(X)","21198","1435","5.9","2.2","2.5","1.5","10","3.1","9.7","2.6","13","3.5","25.9","4.4","14.6","3.8","13.9","2.8","2.8","1.1","1.6","0.9","57845","3529","65260","3277","(X)","(X)","39","(X)","(X)","(X)","12451","1253","0.8","0.8","1.5","1.4","2.1","1.2","4.7","2.2","10.8","3.7","32.7","5.9","19.1","5.7","20.7","4.6","4.8","1.8","2.8","1.5","72708","4572","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15456","1474","8.7","3.6","13.7","3.9","20","5.3","8.9","3.4","13.5","3.9","20.8","5.6","6.3","2.9","6","2.9","0.6","1","1.6","1.8","32988","6461","42845","5022","(X)","(X)","(X)","(X)","44.9","(X)"
"0500000US51760","Richmond city, Virginia","91396","2070","13.3","1.9","8.2","1.6","13","2","10.6","1.4","14.7","1.6","15.1","1.7","7.2","1.1","8.8","1.3","3.7","0.9","5.2","1.1","39906","2036","65618","4338","38.3","(X)","(X)","(X)","(X)","(X)","40310","2152","9.1","2","3.1","1.5","10.9","2.5","12.1","2.1","14.3","2.5","13.6","2.5","8.3","1.7","12.7","2.4","5.9","1.8","10","2.1","51341","6906","92520","7924","(X)","(X)","35.8","(X)","(X)","(X)","22066","1938","1.4","0.9","1.8","1.4","4.9","2.1","7","2.2","11.4","3.2","16.5","3.7","11","2.6","18.6","3.3","10","3.2","17.3","3.7","90133","11839","135380","13179","(X)","(X)","(X)","(X)","(X)","(X)","51086","2754","17.6","2.7","12.1","2.5","14.4","2.8","10.6","2.2","15.3","2.2","15.2","2.6","5.8","1.5","5.8","1.3","1.7","0.8","1.5","0.7","28988","4190","43113","3057","(X)","(X)","(X)","(X)","39.3","(X)"
"0500000US51770","Roanoke city, Virginia","41501","1203","11.8","3.2","6.4","2.3","13.6","2.6","13.1","3.8","17.5","3.6","16.8","3.1","10.4","2.5","6.6","1.8","1.6","0.7","2.2","1.4","39835","3741","52429","4907","38.3","(X)","(X)","(X)","(X)","(X)","22183","1604","10.5","4.3","6.5","3.6","6.3","2.9","13","5.1","15.6","4.5","20.9","4.6","13","3.4","8.3","2.7","2.2","1.2","3.8","2.5","48356","5687","63681","8614","(X)","(X)","34.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64089","7715","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19318","1691","14.7","4.7","6.1","2.7","21.8","5.6","14.9","5.5","19.3","5.2","11.6","3.9","6.9","3","3.6","2.3","0.7","0.7","0.3","0.4","30429","3949","37341","3975","(X)","(X)","(X)","(X)","41.7","(X)"
"0500000US51800","Suffolk city, Virginia","32232","902","6.9","1.9","4.8","1.8","7.4","2.7","9.1","2.4","11.1","2.2","20.2","2.9","15.8","2.9","15.3","2.3","5.3","1.4","4.2","1.4","61203","3861","75007","4873","32.2","(X)","(X)","(X)","(X)","(X)","24202","1274","4.4","1.8","2.8","1.8","6","2.6","9.6","2.8","10.7","2.6","20","3.5","17.7","3.4","17.3","3.1","6.8","1.8","4.6","1.7","67783","6034","82941","6271","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84760","5270","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8030","1038","14.8","5.4","10.9","4.7","13.1","6.2","8.7","3.9","11.9","4.6","21.5","5.8","9.9","4.1","6.7","3","0.6","1","1.8","1.9","36815","8414","46512","5593","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US51810","Virginia Beach city, Virginia","169097","2240","3.4","0.6","2.1","0.5","7.4","0.9","9.6","1.1","12.8","1.4","21","1.7","16.5","1.5","16.8","1.3","5.7","0.7","4.7","0.7","67281","1670","82439","2224","32.2","(X)","(X)","(X)","(X)","(X)","113342","3623","2.9","0.9","1.1","0.4","5.7","1","7.6","1.4","10.6","1.5","19.5","1.8","18.7","1.6","19.9","1.8","7.6","0.9","6.3","0.9","77264","2374","93846","3219","(X)","(X)","31.7","(X)","(X)","(X)","82511","2718","0.5","0.3","0.4","0.3","2.7","0.8","4.4","1.1","8.3","1.3","19.9","2","21.3","1.9","24.2","2.2","10","1.3","8.4","1.3","90588","2788","109716","4106","(X)","(X)","(X)","(X)","(X)","(X)","55755","3085","5.6","1.2","4.5","1.2","11.5","2.1","15.3","2.5","18.3","2.6","22.8","3.2","9.7","1.9","9.5","2","1.8","0.7","1","0.5","45502","2281","55219","2445","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US53005","Benton County, Washington","69084","1503","5.3","1.5","3.9","1.3","9.8","1.7","8.6","1.4","13.4","1.6","18.9","2.4","13.4","2","16.3","2","6.2","1.2","4.3","0.9","62484","3256","76050","3348","26.4","(X)","(X)","(X)","(X)","(X)","49184","2292","3.7","1.3","3.4","1.5","8.4","2.2","7.4","1.6","12.4","2","17","2.6","15.4","2.6","18.7","2.3","8","1.7","5.7","1.2","71534","5283","85380","4338","(X)","(X)","25.1","(X)","(X)","(X)","38242","2309","2.7","1.2","3","1.7","5.2","2.1","4.9","1.8","9.9","1.9","16.8","2.8","17.6","3.3","23.1","2.8","9.7","2","7.1","1.5","83337","3979","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19900","2469","11.5","4.5","6.7","2.5","14.1","3.7","11.2","3.4","16.1","4.1","22.5","4.8","6.7","2.9","9.6","3.5","0.8","0.7","0.8","0.8","39360","5908","49063","4529","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US53007","Chelan County, Washington","27068","1580","6.2","2.7","4","1.7","8.4","2.3","9.1","3.1","16.4","3.8","21","5.1","11.7","3.3","16.3","3.7","3.3","1.4","3.6","1.8","56890","5321","71326","5962","47.6","(X)","(X)","(X)","(X)","(X)","18130","1723","6","3.6","0.5","0.8","5.1","3.3","7.5","3.8","15.7","4.5","21.7","5.8","12.6","4.3","20.7","4.9","5","2.1","5.2","2.6","63942","10999","84540","8546","(X)","(X)","45","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75918","11710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8938","1431","10","4.7","11.2","5.2","13.4","5.1","17.6","7.6","17.2","6.3","14.6","7.1","9.1","5.3","6.6","4.9","0","1.7","0.3","0.5","32014","7247","41779","5883","(X)","(X)","(X)","(X)","49.1","(X)"
"0500000US53009","Clallam County, Washington","32231","1091","5.6","1.8","9.8","2.4","13.9","3.6","11","2.6","15.3","2.9","20.1","3","11.6","2.5","7.6","1.9","2.4","1","2.5","1.3","44929","4018","59519","5130","36","(X)","(X)","(X)","(X)","(X)","17984","1474","1.9","1.2","4.2","2.3","8","3.1","11","3.1","18.2","4.1","21.3","3.5","16","3.7","12.4","3.4","3.6","1.8","3.4","2.2","58428","6388","73613","6620","(X)","(X)","38.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67261","6747","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14247","1733","11.1","3.8","17","4.6","22","5.8","11.3","4.7","11.4","4.3","17.7","5.2","5.7","2.5","1.9","1.3","0.4","0.6","1.4","1.3","24903","3424","40319","6957","(X)","(X)","(X)","(X)","33.2","(X)"
"0500000US53011","Clark County, Washington","166335","1747","3.5","0.6","3.4","0.6","8.6","1","8.3","1","14.3","1.4","19.9","1.7","14.3","1.3","17.4","1.4","5.2","0.8","5.3","0.8","64275","2931","83034","3423","27","(X)","(X)","(X)","(X)","(X)","115116","2720","1.7","0.5","2.5","0.8","5.5","1.1","7.7","1.1","12.4","1.5","21.3","2","15.7","1.4","19.7","1.7","6.5","1.1","6.9","1.1","73429","2277","93754","4353","(X)","(X)","26.9","(X)","(X)","(X)","87188","2927","0.6","0.4","1.2","0.5","3.3","0.9","5.3","1","10.4","1.4","20.3","2.1","17.8","1.6","24.7","2.2","8","1.3","8.5","1.3","86076","3161","106882","5451","(X)","(X)","(X)","(X)","(X)","(X)","51219","2905","8.5","1.9","6.3","1.5","16.2","2.6","10","1.7","19.6","2.9","17.6","2.2","9.6","2.1","8.9","2","1.7","0.9","1.5","0.7","40733","1454","53479","3267","(X)","(X)","(X)","(X)","25.7","(X)"
"0500000US53015","Cowlitz County, Washington","40187","1126","6.3","1.9","5.1","1.8","10.4","2.5","10.9","2.7","17.3","3","16.9","2.9","12.5","2.5","15.5","2.5","3.2","1.2","1.9","0.9","49949","3647","65206","4494","25.5","(X)","(X)","(X)","(X)","(X)","26804","1576","5.2","2.2","2.9","1.6","6.4","2.5","9.2","2.7","17.5","3.9","18.9","4.2","14","3.3","19.4","3.2","4.1","1.6","2.5","1.3","60345","5420","75102","6098","(X)","(X)","24.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71550","6775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13383","1570","12.3","4.5","9.9","3.7","19.6","5.3","15.7","5.7","14.5","4.8","9.9","3.9","8.2","3.6","8","4.1","1.2","1.4","0.6","1","29389","2546","41763","5688","(X)","(X)","(X)","(X)","27.6","(X)"
"0500000US53021","Franklin County, Washington","25339","774","5.1","2.3","4.8","2.4","7.7","3.1","8.7","3.1","14.6","3.7","19.5","4.1","21.3","4.7","11.1","2.9","2.4","1.2","4.8","2.6","59664","3278","72098","6114","43.3","(X)","(X)","(X)","(X)","(X)","20125","1372","4.1","2.3","5.1","2.7","7","3.1","7.8","3.6","13.7","3.8","21.1","4.4","20.4","5.1","12.3","3.7","2.5","1.5","6","3.2","60517","6908","76188","7747","(X)","(X)","39.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72472","5834","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5214","1154","13","7.4","5.1","5.2","13","8.2","12.6","8.5","16","8.4","14.5","7.8","22.6","10","1.3","2.3","1.8","2.3","0","3","39074","10853","46697","7704","(X)","(X)","(X)","(X)","43.7","(X)"
"0500000US53025","Grant County, Washington","30915","1091","4","1.7","4.7","1.6","8.7","2.7","12.4","3.1","18.2","3.6","21.4","3.9","11","3","12.6","2.7","4.6","2.4","2.5","1.4","51667","3855","66579","5223","41.6","(X)","(X)","(X)","(X)","(X)","22748","1451","2.6","1.4","2.3","1.3","7.8","2.9","10.2","2.9","19.6","4.5","21.9","4.4","12.5","3.3","14.1","3.4","6.2","3.2","2.7","1.7","56824","5757","72098","5627","(X)","(X)","41.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67922","5554","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8167","1245","12.3","5.5","11.3","5.5","12.7","5.7","22.2","8.1","12.5","5.5","15.5","7.4","5.8","4.8","6","4.4","0.2","0.3","1.7","1.6","30756","2970","45276","10243","(X)","(X)","(X)","(X)","37.9","(X)"
"0500000US53027","Grays Harbor County, Washington","27430","1413","8.3","2.7","5.2","1.9","12.6","3","13.2","2.9","16.1","3.6","18","3.8","9.7","2.1","11.6","2.8","3","1.8","2.3","1.2","44122","5518","60494","5353","32","(X)","(X)","(X)","(X)","(X)","16854","1334","3.6","1.5","1.5","1.1","7.6","3","11.3","4","16.8","5.1","21.3","5","13.6","3","17","4.1","4.1","2.8","3.2","2","60245","7979","75511","8081","(X)","(X)","35.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","67356","9398","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10576","1120","17.8","6.6","11.6","4.6","20.6","5.9","18.4","5.8","12.8","4.2","10.3","3.8","4.6","2.8","3.2","2","0.4","0.5","0.4","0.5","25020","3117","33552","4287","(X)","(X)","(X)","(X)","25.8","(X)"
